image_path,question_type,question,answer
images/day-160.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Як би неймовірно це не виглядало для Росії, Україна все ще стоїть на 160-му дні"
images/crimea-is-ukraine.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Саміт міжнародної Кримської платформи, що відбувся в Києві, вкотре заявив, що Крим – це Україна"
images/smoking-kills.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Численні вибухи в Криму продовжуються
images/return-to-crimea.png,event_ua,Про яку подію йдеться у цьому мемі?,Українські бренди почали планувати повернення до Криму
images/mom-lets-go-we-need-to-get-out-of-here.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Начебто українська атака на військову авіабазу в Криму
images/bavovnyatko.webp,event_ua,Про яку подію йдеться у цьому мемі?,Міністерство оборони України представило свій аватар
images/nafo.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Міністерство оборони України подякувало спільноті NAFO у Twitter
images/zaluzhnyi.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Успіхи України на Харківщині принесли генералу Залужному величезну популярність
images/konashenkov.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Відступ російської армії з Харківщини
images/russian-propagandist.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Відступ російської армії з Харківщини
images/kharkiv-counteroffensive-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Відступ російської армії з Харківщини
images/kharkiv-counteroffensive.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Збройні сили України розпочали контрнаступ на Харківщині
images/exchange-of-medvedchuk.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Близького соратника Путіна Віктора Медведчука обміняли на українських військовополонених
images/fleeing-russians.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Росіяни тікають від мобілізації
images/russian-mobilization.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Путін російською оголосив мобілізацію
images/screaming-russian-soldier.jpg,event_ua,Про яку подію йдеться у цьому мемі?,ЗСУ обстрілюють мости через Дніпро
images/50000-kia-russians.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У бою загинуло 50 тис. російських військ
images/partially-mobilized-russians-will-return-home-partially.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Російська влада наголосила, що мобілізація буде &quot;частковою&quot;"
images/dirty-bomb.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Росія заявила, що Україна планує застосувати брудну бомбу"
images/shelling-of-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"Росія починає бомбити українську цивільну інфраструктуру, сподіваючись, що Україна не переживе майбутню зиму"
images/air-defense.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Поки Росія посилює свої атаки, українська протиповітряна оборона активно працює"
images/shahed.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Росія почала використовувати в атаках іранські безпілотники Shahed
images/crimean-bridge.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Вибух на Кримському мосту
images/zluzhnyi-with-watermelon.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Зростають надії на визволення Херсона
images/electricians.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Електрики ефективно відновлюють пошкоджену інфраструктуру
images/aurora-borealis.jpg,event_ua,Про яку подію йдеться у цьому мемі?,В Україні помітили полярне сяйво
images/getting-used.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Українці звикають до постійних обстрілів з боку Росії
images/bear-grylls.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Беар Ґріллс відвідує Київ
images/racoon.png,event_ua,Про яку подію йдеться у цьому мемі?,Російська армія під час відступу з Херсона викрала єнота з місцевого зоопарку
images/blackouts.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Росія обстрілює цивільну інфраструктуру в Україні, викликаючи відключення світла"
images/can-putin-outlast-a-watermelon.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Збройні сили України звільнили Херсон
images/edge.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Основною проблемою під час відключень є погане підключення до Інтернету
images/blackout.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Українці вчаться жити без світла
images/2023.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Українці з надією дивляться на прийдешній рік
images/air-defense-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Росія продовжує обстріли цивільної інфраструктури України
images/100000-russians-kia.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У бою загинуло 100 тисяч росіян
images/leopards.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Анонсовано танки Leopard 2 для України
images/tanks.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Німеччина нарешті погодилася надати Україні танки
images/portrait-of-bandera.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Публікація фейкових новин про викладання портретів біля трупів російських солдатів
images/ukrainian-breakfast.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Українські політики постійно підтримують зв&#39;язок зі своїми європейськими союзниками
images/aircraft_ramstein.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Відбулася чергова Рамштайнська конференція. Однією з головних тем була авіація для України.
images/biden-in-kyiv-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Джо Байден несподівано прибув до Києва
images/biden-in-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,Джо Байден несподівано прибув до Києва
images/putin-in-mariupol.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Путін відвідав окупований Росією Маріуполь. Він виглядав не так чудово
images/orlando-bloom-vs-putin.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"У той же час, коли Орландо Блум відвідав Київ, Путін, імовірно, відвідав окупований Росією Маріуполь"
images/orlando-bloom.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Орландо Блум відвідав Київ
images/putin-hague-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна
images/putin-hague.webp,event_ua,Про яку подію йдеться у цьому мемі?,Міжнародний кримінальний суд у Гаазі видав ордер на арешт Путіна
images/navalny-got-an-oscar.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Документальний фільм &quot;Навальний&quot; отримав &quot;Оскар&quot;.
images/volunteers-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Попри те, що від початку війни минуло більше року, українці жертвують на армію все більше грошей"
images/easter.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Великдень
images/meteor-in-kyiv.png,event_ua,Про яку подію йдеться у цьому мемі?,"Кияни стали свідками дивного спалаху світла – виявилося, що це метеор"
images/explosion-in-sevastopol.png,event_ua,Про яку подію йдеться у цьому мемі?,На нафтобазі в Севастополі стався вибух
images/finland-nato.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Фінляндія вступила в НАТО
images/prigozhin_and_budanov.jpeg,event_ua,Про яку подію йдеться у цьому мемі?,Євген Пригожин зі своїми найманцями Вагнера розпочав &quot;марш справедливості&quot; для усунення корумпованих російських воєначальників
images/storm-shadow.png,event_ua,Про яку подію йдеться у цьому мемі?,"Велика Британія оголосила, що постачає в Україну ракети дальньої дії Storm Shadows"
images/200-000.jpg,event_ua,Про яку подію йдеться у цьому мемі?,200 000 росіян загинули в боях з 24 лютого 2022 року
images/vyshyvanka-day.webp,event_ua,Про яку подію йдеться у цьому мемі?,Ukraine celebrates Vyshyvanka Day
images/kyiv-is-angry.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Постійні напади Росії на Київ лише злили киян і зробили їх витривалішими
images/kinzhal.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Україна успішно збила російську ракету &quot;Кінжал&quot;, запущену по Києву"
images/may-9-parade-in-moscow.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У Москві пройшов традиційний парад Перемоги. Був лише один танк.
images/attacks-on-kyiv.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У травні Росія 17 разів атакувала Київ ракетами та безпілотниками-камікадзе
images/kyiv-air-defense.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У травні 2023 року ППО збила над Києвом понад 250 ракет і безпілотників
images/russian-revolution.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Цей «переворот» показав слабкість Росії з обох боків: і Путіна, і Пригожина"
images/forrest-gump.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Однак Пригожин, мабуть, домовився з Путіним і вирішив повернути назад, незважаючи на те, що він дуже близький до Москви."
images/productive-weekend.jpeg,event_ua,Про яку подію йдеться у цьому мемі?,Українці не могли не читати про абсурдні та захоплюючі події в Росії
images/breaking.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Ситуація виглядала досить критичною для Російської держави
images/ride-not-ammunition.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Путін явно злякався після того, як Прогожин заявив про свої цілі"
images/useless.webp,event_ua,Про яку подію йдеться у цьому мемі?,Київський блогер Йосип Гусак прикріпив плакат до автомобілів ООН на знак протесту проти безреагування ООН на руйнування Росією Каховської ГЕС
images/second-army.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Держсекретар США Ентоні Блінкен пожартував, що російська армія є другою за силою армією. В Україні"
images/kakhovka-hpp.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Коли російські війська підірвали Каховську ГЕС, ООН довго не реагувала. Однак вони опублікували твіт, щоб привітати всіх з Днем російської мови"
images/shark.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У єгипетській Хургаді акула з&#39;їла росіянина
images/crimean-bridge-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Черговий напад на Кримський міст
images/znpp.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Росія готує масштабну провокацію на Запорізькій АЕС
images/prigozhin.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Євген Пригожин загинув в авіакатастрофі
images/bridge-or-boat.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна здійснила кілька успішних атак на російський флот і ключові мости
images/250-000.jpg,event_ua,Про яку подію йдеться у цьому мемі?,У бою загинуло 250 тисяч росіян
images/repairing-the-crimean-bridge.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Повітряні тривоги стали звичними для Кримського мосту, оскільки українські атаки посилюються"
images/crimean-bridge-3.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Кримський міст знову атакують морські безпілотники... і знову
images/black-sea-fleet.jpg,event_ua,Про яку подію йдеться у цьому мемі?,З боку України атакували штаб Чорноморського флоту в Севастополі
images/submarine.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна потопила російський підводний човен у порту Криму
images/taurus-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Канцлер Олаф Шольц продовжує відмовлятися від надання Україні ракет Taurus
images/school.jpg,event_ua,Про яку подію йдеться у цьому мемі?,В Україні розпочався навчальний рік
images/internal-alert.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Понад 10 днів Київ прожив без авіаційної тривоги
images/698.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Терористи ХАМАС атакували Ізраїль 7 жовтня
images/roman-empire.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Українські атаки на Росію посилюються
images/musk.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Ілон Маск опублікував мем із Володимиром Зеленським. «Коли минуло 5 хвилин, а ти не попросив мільярд доларів допомоги»"
images/king-of-kyiv.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Системи «Патріот» справді добре захищають Київ
images/promoted.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Російський А-50 збили українці
images/found-the-moskva.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Російський А-50 збили українці
images/727.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Росія завдала масованого ракетного удару по Україні в перші дні 2024 року
images/dont-tell.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Новий рік 2024
images/taurus.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Олаф Шольц виступив проти постачання Україні ракет великої дальності Taurus
images/johnson.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Майк Джонсон заблокував законопроект про допомогу Україні
images/love-is.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна потопила російський великий десантний корабель &quot;Цезар Куников&quot;.
images/tucker.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Такер Карлсон взяв інтерв&#39;ю у Володимира Путіна
images/shevchenko.jpeg,event_ua,Про яку подію йдеться у цьому мемі?,9 березня українці відзначають день народження свого народного поета Тараса Шевченка
images/march-8.jpeg,event_ua,Про яку подію йдеться у цьому мемі?,8 березня – Міжнародний жіночий день
images/sergey-kotov.jpg,event_ua,Про яку подію йдеться у цьому мемі?,5 березня 2024 року українські безпілотники потопили російський сторожовий корабель &quot;Сергей Котов&quot;.
images/un.jpg,event_ua,Про яку подію йдеться у цьому мемі?,В ООН засудили атаку України на об&#39;єкти в Татарстані
images/nato.jpg,event_ua,Про яку подію йдеться у цьому мемі?,4 квітня НАТО відзначила 75-річчя
images/dam.jpg,event_ua,Про яку подію йдеться у цьому мемі?,7 квітня Орський НПЗ призупинив роботу через підйом води внаслідок прориву міської дамби.
images/climate.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Станом на квітень 2024 року Україна вийшла на 15% російських НПЗ.
images/500000.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Втрати Росії склали 500 тис
images/eurovision.png,event_ua,Про яку подію йдеться у цьому мемі?,Конкурс Євробачення проходив у шведському Мальме
images/trophies.webp,event_ua,Про яку подію йдеться у цьому мемі?,9 травня росіяни провели традиційний парад у Москві
images/romania.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Румунія виграла футбольний матч Євро-2024 з Україною
images/what-was-it.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Літня гроза в Києві
images/macron-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Макрон заявив, що Франція планує посилити військову підтримку Києва"
images/628.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Російський ракетний удар призвів до знеструмлення в Україні
images/battleship.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна успішно атакувала російську нафтопереробну промисловість
images/okhmatdyt.jpg,event_ua,Про яку подію йдеться у цьому мемі?,8 липня Росія атакувала найбільшу в Україні дитячу лікарню Охматдит
images/refineries.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Тривають українські атаки на російські нафтопереробні заводи
images/sun.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Спекотна погода трималася кілька тижнів
images/heat.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Екстремальна спека досягла України
images/kursk-3.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Уряд Росії заблокував YouTube у країні
images/kursk-2.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна почала наступ на російську Курську область
images/kursk.webp,event_ua,Про яку подію йдеться у цьому мемі?,Україна почала наступ на російську Курську область
images/f-16-3.webp,event_ua,Про яку подію йдеться у цьому мемі?,У серпні Україна нарешті отримала свій перший F-16
images/f-16-2.webp,event_ua,Про яку подію йдеться у цьому мемі?,У серпні Україна нарешті отримала свій перший F-16
images/f-16.webp,event_ua,Про яку подію йдеться у цьому мемі?,У серпні Україна нарешті отримала свій перший F-16
images/677.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна атакувала склад російських ракет у Торопівці
images/russian-helicopter.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна продовжує збивати російські вертольоти
images/iphone.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Анонсовано Iphone 16
images/defence-intelligence.jpg,event_ua,Про яку подію йдеться у цьому мемі?,В Україні відзначили День військової розвідки
images/weakness.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Україна продовжує атакувати Росію з безлічі безпілотників майже щодня
images/nato-or-nuclear.jpg,event_ua,Про яку подію йдеться у цьому мемі?,"Зеленський заявив членам НАТО, що Україна має або повернутися до статусу ядерної країни, або стати повноправним членом НАТО"
images/last-day.jpg,event_ua,Про яку подію йдеться у цьому мемі?,В Україні ухвалили закон про скасування переходу на літній час
images/700000.jpg,event_ua,Про яку подію йдеться у цьому мемі?,Бойовими втратами зараховано 700 тисяч російських солдатів
images/konashenkov.jpg,organization_name,Про яку організацію йдеться у цьому мемі?,Міноборони Росії
images/finland-nato.jpg,organization_name,Про яку організацію йдеться у цьому мемі?,НАТО
images/hi.jpg,organization_name,Про яку організацію йдеться у цьому мемі?,ВПС України
images/nato.jpg,organization_name,Про яку організацію йдеться у цьому мемі?,НАТО
images/defence-intelligence.jpg,organization_name,Про яку організацію йдеться у цьому мемі?,Оборонна розвідка;ГУР
images/nato-or-nuclear.jpg,organization_name,Про яку організацію йдеться у цьому мемі?,НАТО
images/have-they-surrendered.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Шойгу
images/zelenskyi.jpeg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Зеленський
images/medvedchuk-everywhere.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Медведчук
images/medvedchuk.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Медведчук
images/european-charles-michel-and-ukrainian-denys-shmygal.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Шмигаль;Резніков;Шарль Мішель
images/macron.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Зеленський;Макрон
images/zaluzhnyi.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Чак Норріс
images/konashenkov.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Конашенков
images/exchange-of-medvedchuk.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Медведчук
images/can-putin-outlast-a-watermelon.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін
images/2023.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Зеленський;Байден
images/ukrainian-breakfast.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Кличко;Стефанчук
images/biden-in-kyiv-4.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Байден
images/aircraft_ramstein.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Резніков
images/biden-in-kyiv-3.png,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Зеленський;Толкін;Байден
images/biden-in-kyiv-2.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Байден
images/biden-in-kyiv.png,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Байден
images/putin-in-mariupol.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін
images/orlando-bloom-vs-putin.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Орландо Блум
images/orlando-bloom.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Леголас;Орландо Блум
images/putin-hague-2.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін
images/putin-hague.webp,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін
images/navalny-got-an-oscar.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Навальний
images/prigozhin_and_budanov.jpeg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Буданов;Пригожин
images/russian-revolution.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Пригожин
images/forrest-gump.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Пригожин
images/popcorn.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Пригожин
images/productive-weekend.jpeg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Пригожин
images/breaking.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Пригожин
images/ride-not-ammunition.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Пригожин
images/shark.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Буданов
images/prigozhin.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Пригожин
images/horcruxes.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Гаррі Поттер
images/george-martin.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Джордж Мартін
images/dogs.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Орбан
images/dont-tell.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін
images/johnson.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Майк Джонсон
images/tucker.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Путін;Такер Карлсон
images/shevchenko.jpeg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Тарас Шевченко
images/sergey-kotov.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Сергій Котов
images/smiling.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Буданов
images/climate.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Буданов
images/macron-2.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Макрон
images/iphone.jpg,person_name,Про яких людей чи персонажів йдеться у цьому мемі?,Шмигаль;Шарль Мішель
images/scale-of-ukrainian-heroism.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,росія;Україна
images/ghost-of-kyiv.png,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
images/how-it-started.jpg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київська обл
images/kyiv-in-3-days.jpeg,location_name,Про які країни чи міста йдеться в цьому мемі?,Київ
